Wall time,Step,Value
1709583805.1695502,0,1.8011966943740845
1709584124.5744855,1,1.7975854873657227
1709584444.7710228,2,1.793871521949768
1709584764.6151667,3,1.790860652923584
1709585083.4741251,4,1.7947204113006592
1709585404.3111885,5,1.799123764038086
1709585723.8062165,6,1.7918494939804077
1709586043.554879,7,1.7892005443572998
1709586363.088248,8,1.787814736366272
1709586684.0572352,9,1.7836586236953735
1709587095.723867,10,1.7925961017608643
1709587517.117538,11,1.782806396484375
1709587937.496118,12,1.7817875146865845
1709588352.871707,13,1.7833383083343506
1709588723.861819,14,1.7819422483444214
1709589043.603104,15,1.7817156314849854
1709589362.6143093,16,1.7821909189224243
1709589681.8094764,17,1.7835021018981934
1709590001.2315664,18,1.7803795337677002
1709590320.7471328,19,1.7811801433563232
1709590641.5753226,20,1.779265284538269
1709590987.0178356,21,1.7761398553848267
1709591420.0955648,22,1.7719500064849854
1709591853.4387977,23,1.7733862400054932
1709592284.2696893,24,1.7744150161743164
1709592714.235373,25,1.7693861722946167
1709593136.2004623,26,1.772328495979309
1709593567.8659203,27,1.7722705602645874
1709593999.5271242,28,1.7687081098556519
1709594351.357699,29,1.7657197713851929
1709594670.5805588,30,1.7659707069396973
1709594989.7273672,31,1.7616446018218994
1709595309.253149,32,1.7633740901947021
1709595628.288525,33,1.76056706905365
1709595947.7902508,34,1.756951928138733
1709596267.2839284,35,1.756906509399414
1709596586.3806953,36,1.755070686340332
1709596906.936451,37,1.7499957084655762
1709597226.2302687,38,1.747285008430481
1709597545.7636976,39,1.7505042552947998
1709597865.8023944,40,1.7481554746627808
1709598184.7866197,41,1.7450439929962158
1709598503.8500621,42,1.741824984550476
1709598823.125069,43,1.7359117269515991
1709599142.4325151,44,1.7345751523971558
1709599461.761396,45,1.7349342107772827
1709599780.5656166,46,1.7250162363052368
1709600101.6772616,47,1.7368049621582031
1709600420.6321313,48,1.7241185903549194
1709600740.22377,49,1.724534511566162
1709601059.6730733,50,1.716847538948059
1709601379.7094746,51,1.7081005573272705
1709601698.3900769,52,1.7110546827316284
1709602017.0060039,53,1.7017115354537964
1709602335.7077065,54,1.698432445526123
1709602655.584439,55,1.6924723386764526
1709602974.1730483,56,1.6947543621063232
1709603293.1828108,57,1.6892647743225098
1709603612.2933338,58,1.6780891418457031
1709603931.7559958,59,1.6780555248260498
1709604250.3571727,60,1.6608797311782837
1709604569.4618475,61,1.6646479368209839
1709604888.0236237,62,1.6654874086380005
1709605206.2834418,63,1.6335054636001587
1709605524.995715,64,1.641669750213623
1709605843.8719869,65,1.6407098770141602
1709606162.2436745,66,1.6304903030395508
1709606480.724566,67,1.6222305297851562
1709606799.98637,68,1.6125271320343018
1709607118.6751661,69,1.600545048713684
1709607436.9916306,70,1.600563406944275
1709607758.1711442,71,1.5837903022766113
1709608077.8028595,72,1.5767745971679688
1709608396.666939,73,1.559159517288208
1709608715.0910919,74,1.548100233078003
1709609033.773202,75,1.5393446683883667
1709609354.369715,76,1.5409785509109497
1709609673.920588,77,1.5139728784561157
1709609993.179994,78,1.5040514469146729
1709610312.6166716,79,1.4915847778320312
1709610632.1614807,80,1.4748398065567017
1709610950.9312134,81,1.4798362255096436
1709611269.5892866,82,1.4547401666641235
1709611589.6471193,83,1.4362506866455078
1709611910.058361,84,1.4420603513717651
1709612229.0688698,85,1.3997080326080322
1709612548.0334141,86,1.3909167051315308
1709612868.7243383,87,1.37973153591156
1709613188.1116133,88,1.3772151470184326
1709613507.4593234,89,1.373254656791687
1709613826.754448,90,1.3134608268737793
1709614146.9131234,91,1.3389430046081543
1709614465.4288852,92,1.2973214387893677
1709614787.9431012,93,1.315267562866211
1709615109.4005942,94,1.2703412771224976
1709615428.3757756,95,1.2426177263259888
1709615747.34553,96,1.249125599861145
1709616067.6823692,97,1.2332451343536377
1709616387.604995,98,1.2218539714813232
1709616707.1090245,99,1.2156568765640259
1709617025.9889612,100,1.1975948810577393
1709617344.7972817,101,1.1995381116867065
1709617664.7219734,102,1.1719027757644653
1709617983.5837154,103,1.1345587968826294
1709618302.7952013,104,1.144328236579895
1709618621.694283,105,1.1264606714248657
1709618941.935155,106,1.1184664964675903
1709619261.0604396,107,1.0688296556472778
1709619580.0545979,108,1.0873075723648071
1709619899.5562382,109,1.0618181228637695
1709620219.7061605,110,1.110108494758606
1709620539.1057472,111,1.0705217123031616
1709620858.4613633,112,1.0419343709945679
1709621177.5306337,113,1.0231261253356934
1709621504.824969,114,1.034583568572998
1709621828.88531,115,1.031855583190918
1709622148.4327104,116,1.0040732622146606
1709622473.8392518,117,0.982907235622406
1709622797.0572467,118,1.0161974430084229
1709623120.033109,119,0.9907909035682678
1709623441.092093,120,1.0058709383010864
1709623762.102529,121,0.9788854122161865
1709624081.670702,122,0.9747477173805237
1709624402.1227489,123,1.0085830688476562
1709624722.1083071,124,0.9364665746688843
1709625041.8432455,125,0.9357897639274597
1709625361.0274143,126,0.9758663177490234
1709625679.9147558,127,0.9017351269721985
1709625999.340874,128,0.9156633019447327
1709626318.607649,129,0.9238848090171814
1709626639.1651177,130,0.8946508169174194
1709626958.4055376,131,0.9084444642066956
1709627277.505065,132,0.9124618172645569
1709627597.5486758,133,0.8476151823997498
1709627917.0083115,134,0.8570294380187988
1709628236.3072283,135,0.9036393761634827
1709628556.744586,136,0.8397236466407776
1709628876.265218,137,0.8681305050849915
1709629196.530758,138,0.8271570801734924
1709629515.9094727,139,0.8263571858406067
1709629836.1399593,140,0.8312301635742188
1709630156.4789271,141,0.8071027398109436
1709630476.417273,142,0.8162384033203125
1709630796.4947333,143,0.8178847432136536
1709631116.9577718,144,0.828942060470581
1709631436.745491,145,0.7505684494972229
1709631757.32783,146,0.8121177554130554
1709632076.9908173,147,0.807295024394989
1709632397.1965513,148,0.7746832370758057
1709632718.4625108,149,0.7316124439239502
1709633038.2458558,150,0.7822141051292419
1709633358.0649118,151,0.7755752801895142
1709633678.6857913,152,0.7864074110984802
1709633998.795069,153,0.755184531211853
1709634319.6555312,154,0.7585180997848511
1709634640.4329615,155,0.7835379838943481
1709634962.2379775,156,0.782524585723877
1709635282.2608337,157,0.7583457231521606
1709635603.5598555,158,0.7239040732383728
1709635923.4838197,159,0.774133563041687
1709636243.5935915,160,0.7306037545204163
1709636563.5497684,161,0.7121431231498718
1709636885.746564,162,0.7230966091156006
1709637206.804612,163,0.7020342350006104
1709637528.2502027,164,0.697990357875824
1709637848.537332,165,0.7050077319145203
1709638170.0258656,166,0.6832893490791321
1709638492.4989624,167,0.7373042702674866
1709638814.3203714,168,0.6986398696899414
1709639136.918639,169,0.7159174084663391
1709639460.1264312,170,0.7136699557304382
1709639782.2401261,171,0.7035639882087708
1709640104.586237,172,0.6326884031295776
1709640425.0270653,173,0.6592867970466614
1709640744.9051218,174,0.7007105350494385
1709641066.7535582,175,0.6763526201248169
1709641388.3668838,176,0.6235906481742859
1709641709.20334,177,0.6380663514137268
1709642031.5530503,178,0.6156488656997681
1709642351.5358849,179,0.6413677334785461
1709642672.6906261,180,0.6325802803039551
1709642993.7754169,181,0.6139357089996338
1709643314.684668,182,0.6227224469184875
1709643636.8209927,183,0.6743893623352051
1709643958.0241451,184,0.6613443493843079
1709644279.8651042,185,0.6248880624771118
1709644602.8493266,186,0.6375893354415894
1709644923.6272435,187,0.6105650663375854
1709645244.332481,188,0.5845582485198975
1709645564.445811,189,0.6501863598823547
1709645883.964874,190,0.6423907279968262
1709646203.385053,191,0.6117488145828247
1709646523.0526352,192,0.6450350284576416
1709646842.669009,193,0.599929928779602
1709647162.6414971,194,0.6114955544471741
1709647484.1499786,195,0.593285322189331
1709647804.5644724,196,0.5783757567405701
1709648124.8524806,197,0.6098740100860596
1709648446.0823011,198,0.598311722278595
1709648767.5225728,199,0.607069194316864
