Wall time,Step,Value
1707149823.9832551,0,1.7845265865325928
1707150153.1036777,1,1.783152461051941
1707150484.965516,2,1.789525032043457
1707150816.6396453,3,1.7824368476867676
1707151147.6491263,4,1.781995177268982
1707151476.565065,5,1.7798815965652466
1707151807.8759778,6,1.7799475193023682
1707152138.059089,7,1.7831065654754639
1707152469.0635207,8,1.7780324220657349
1707152798.253262,9,1.7772362232208252
1707153128.511372,10,1.7738794088363647
1707153458.1381743,11,1.7738476991653442
1707153786.6550198,12,1.7752596139907837
1707154116.0707116,13,1.7646204233169556
1707154445.9239676,14,1.7674269676208496
1707154775.0057242,15,1.7629261016845703
1707155105.257335,16,1.7713038921356201
1707155435.0160713,17,1.7651360034942627
1707155765.059013,18,1.7627577781677246
1707156095.5274186,19,1.7613800764083862
1707156425.8008857,20,1.7555752992630005
1707156754.3437998,21,1.7568892240524292
1707157083.6198633,22,1.7580757141113281
1707157412.7172568,23,1.7556414604187012
1707157743.028565,24,1.755214810371399
1707158072.764142,25,1.7473747730255127
1707158401.7727232,26,1.742486834526062
1707158730.7162669,27,1.7513552904129028
1707159061.2441425,28,1.7376627922058105
1707159390.3282619,29,1.7368816137313843
1707159720.179927,30,1.738059163093567
1707160049.1703947,31,1.7351428270339966
1707160377.9521189,32,1.7343333959579468
1707160707.3142352,33,1.7297420501708984
1707161037.5368464,34,1.7174296379089355
1707161367.8331075,35,1.7365392446517944
1707161697.2844245,36,1.7111223936080933
1707162025.9990695,37,1.7117831707000732
1707162354.9723828,38,1.711007833480835
1707162684.581038,39,1.697766900062561
1707163014.5188143,40,1.6997848749160767
1707163344.462364,41,1.7042657136917114
1707163674.5804265,42,1.6841017007827759
1707164003.6893392,43,1.672797679901123
1707164332.8986464,44,1.6810991764068604
1707164662.5350487,45,1.6654326915740967
1707164992.8195305,46,1.6731411218643188
1707165322.1696677,47,1.6570981740951538
1707165652.1253319,48,1.648130178451538
1707165980.585376,49,1.6413527727127075
1707166309.3744915,50,1.6419613361358643
1707166638.562718,51,1.5975404977798462
1707166968.341613,52,1.6241356134414673
1707167298.4717934,53,1.6145713329315186
1707167630.2747903,54,1.6231120824813843
1707167959.5631213,55,1.595159649848938
1707168288.2440329,56,1.587088704109192
1707168618.3970985,57,1.5925626754760742
1707168947.512997,58,1.538756251335144
1707169277.3150904,59,1.556749939918518
1707169606.1652055,60,1.5336570739746094
1707169935.6969676,61,1.5813792943954468
1707170265.7984786,62,1.5148561000823975
1707170595.1203752,63,1.4798375368118286
1707170926.4952934,64,1.469361662864685
1707171255.9061968,65,1.4976825714111328
1707171585.4706135,66,1.4667240381240845
1707171915.8889117,67,1.3810454607009888
1707172245.0247796,68,1.4018419981002808
1707172574.8412435,69,1.4438621997833252
1707172904.9409237,70,1.374040126800537
1707173233.3934598,71,1.3819752931594849
1707173562.1060748,72,1.3717520236968994
1707173891.6320329,73,1.3425754308700562
1707174221.4429522,74,1.3715624809265137
1707174550.8515964,75,1.312889575958252
1707174880.9911647,76,1.30227530002594
1707175211.7133188,77,1.3423205614089966
1707175541.3066046,78,1.3812175989151
1707175870.615965,79,1.3210238218307495
1707176199.541344,80,1.3410252332687378
1707176527.9973652,81,1.2829616069793701
1707176857.1592994,82,1.2725054025650024
1707177187.0607927,83,1.2734324932098389
1707177517.348312,84,1.2009066343307495
1707177848.8782928,85,1.128568172454834
1707178179.667543,86,1.1897882223129272
1707178509.6677523,87,1.2656762599945068
1707178839.0573845,88,1.0616410970687866
1707179168.1022015,89,1.2412447929382324
1707179497.5604162,90,1.268627405166626
1707179826.2803383,91,1.1426702737808228
1707180154.6193235,92,1.0855623483657837
1707180484.7551844,93,1.165055751800537
1707180814.064352,94,1.1556000709533691
1707181143.5415328,95,1.0875877141952515
1707181472.9829028,96,1.027104139328003
1707181799.9810977,97,1.1190507411956787
1707182129.9336185,98,1.0710777044296265
1707182459.1813617,99,1.1798064708709717
1707182788.6790156,100,1.0316458940505981
1707183118.5246058,101,1.0228147506713867
1707183447.0701504,102,1.1081053018569946
1707183776.4274316,103,1.0402324199676514
1707184107.2169442,104,1.008284330368042
1707184435.7334383,105,1.075969934463501
1707184766.0270524,106,1.0815155506134033
1707185095.5891075,107,1.0828371047973633
1707185425.8094108,108,1.1855939626693726
1707185755.7006617,109,0.91423100233078
1707186086.2898462,110,0.9015746712684631
1707186415.7943568,111,0.9242613911628723
1707186745.0569124,112,1.2582457065582275
1707187074.1611664,113,1.049012303352356
1707187402.8982043,114,1.0946760177612305
1707187732.7720733,115,1.0596938133239746
1707188062.9981425,116,1.0120004415512085
1707188394.847532,117,1.025356650352478
1707188725.4362507,118,0.9564396142959595
1707189056.6290784,119,1.1864644289016724
1707189387.5828164,120,1.0559382438659668
1707189716.9424322,121,0.8207015991210938
1707190046.4121492,122,0.9941138029098511
1707190375.927403,123,1.0076944828033447
1707190705.4523625,124,1.0244845151901245
1707191034.8340278,125,0.9500152468681335
1707191364.2150578,126,0.8333510756492615
1707191693.612524,127,0.8265171051025391
1707192022.9062948,128,0.8653824925422668
1707192352.5938177,129,1.0773484706878662
1707192683.4640186,130,0.9414432644844055
1707193012.8403041,131,0.8120396137237549
1707193340.3365588,132,0.7587065696716309
1707193669.2235978,133,1.0297200679779053
1707193998.5368273,134,1.0637022256851196
1707194327.6859956,135,0.9185982346534729
1707194657.0042677,136,0.8551660776138306
1707194986.6769366,137,1.0580846071243286
1707195316.2259445,138,0.9741957187652588
1707195645.1717432,139,0.8928439617156982
1707195974.1269803,140,0.860266387462616
1707196303.5987704,141,0.9983634948730469
1707196632.8715556,142,0.7389331459999084
1707196963.0477123,143,0.9941168427467346
1707197292.345951,144,0.8498924970626831
1707197621.7606673,145,0.8382282257080078
1707197950.2859476,146,1.0052580833435059
1707198280.5014913,147,1.0469871759414673
1707198610.1330605,148,0.8434478640556335
1707198941.0789726,149,0.765983521938324
1707199270.8611162,150,0.9890216588973999
1707199599.7175002,151,0.8812565207481384
1707199930.200119,152,0.8930311799049377
1707200260.4983647,153,0.9049838185310364
1707200590.209546,154,0.8745495080947876
1707200919.2544057,155,0.9943574070930481
1707201249.549893,156,1.0145968198776245
1707201579.4475138,157,0.8470193147659302
1707201909.0968778,158,0.6183532476425171
1707202239.1460128,159,0.9237037897109985
1707202569.239859,160,1.2248741388320923
1707202897.802769,161,0.9697149991989136
1707203227.4255602,162,0.9081094264984131
1707203557.479349,163,0.7108229994773865
1707203887.7656157,164,1.131227970123291
1707204217.5779982,165,1.0355849266052246
1707204547.406771,166,0.8355813026428223
1707204876.6064951,167,1.1534183025360107
1707205206.49738,168,0.8008912205696106
1707205538.0811121,169,0.9211075305938721
1707205867.799998,170,0.9203135371208191
1707206198.431188,171,1.2402689456939697
1707206528.0492556,172,0.7735272645950317
1707206857.058776,173,0.9074325561523438
1707207186.4268517,174,0.8310092687606812
